<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;60;20170509;160000;58.2893000;58.4561000;58.1800000;58.4036000;11827
USDRUB;60;20170509;170000;58.3901000;58.4388000;58.2132000;58.3087000;12874
USDRUB;60;20170509;180000;58.3275000;58.3375000;58.0520000;58.1710000;15156
USDRUB;60;20170509;190000;58.1794000;58.3640000;58.0850000;58.3360000;15611
USDRUB;60;20170509;200000;58.3390000;58.5878000;58.2503000;58.4139000;10182
USDRUB;60;20170509;210000;58.4327000;58.5640000;58.3223000;58.4480000;25770
USDRUB;60;20170509;220000;58.4480000;58.5199000;58.3728000;58.4586000;7786
USDRUB;60;20170509;230000;58.4764000;58.4911000;58.3703000;58.4578000;6210
USDRUB;60;20170510;000000;58.4667000;58.4848000;58.1388000;58.3835000;10423
USDRUB;60;20170510;010000;58.4087000;58.4241000;58.0755000;58.1500000;2070
USDRUB;60;20170510;020000;58.1500000;58.3889000;58.0755000;58.1500000;1417
USDRUB;60;20170510;030000;58.2636000;58.3849000;58.0755000;58.1500000;2539
USDRUB;60;20170510;040000;58.3049000;58.3736000;58.0748000;58.1500000;2670
USDRUB;60;20170510;050000;58.2444000;58.3572000;58.0796000;58.2287000;2542
USDRUB;60;20170510;060000;58.2287000;58.3532000;58.1620000;58.2222000;1774
USDRUB;60;20170510;070000;58.3113000;58.3556000;58.1278000;58.2460000;2676
USDRUB;60;20170510;080000;58.2742000;58.2901000;58.0765000;58.1625000;2641
USDRUB;60;20170510;090000;58.1897000;58.2296000;58.0831000;58.1625000;3326
USDRUB;60;20170510;100000;58.1989000;58.3171000;58.1253000;58.3054000;10570
USDRUB;60;20170510;110000;58.2961000;58.3575000;57.9002000;58.0062000;33305
USDRUB;60;20170510;120000;57.9572000;58.0937000;57.9269000;58.0720000;20041
USDRUB;60;20170510;130000;58.0721000;58.1387000;57.9829000;58.0210000;19209
USDRUB;60;20170510;140000;58.0327000;58.0670000;57.8810000;57.9620000;18811
USDRUB;60;20170510;150000;57.9650000;57.9709000;57.7411000;57.8937000;26000
USDRUB;60;20170510;160000;57.8893000;57.9322000;57.6374000;57.6799000;24868
USDRUB;60;20170510;170000;57.6968000;57.8131000;57.6275000;57.7424000;27676
USDRUB;60;20170510;180000;57.6934000;57.7590000;57.4669000;57.5870000;31904
USDRUB;60;20170510;190000;57.5849000;57.5930000;57.3962000;57.4728000;25253
USDRUB;60;20170510;200000;57.4728000;57.5110000;57.3510000;57.4436000;16123
USDRUB;60;20170510;210000;57.4436000;57.4860000;57.3680000;57.4500000;14026
USDRUB;60;20170510;220000;57.4500000;57.5240000;57.3900000;57.4985000;13628
USDRUB;60;20170510;230000;57.4981000;57.4995000;57.4120000;57.4695000;10586
USDRUB;60;20170511;000000;57.4726000;57.4754000;57.1713000;57.4540000;12548
USDRUB;60;20170511;010000;57.4341000;57.5408000;56.9850000;57.4000000;2924
USDRUB;60;20170511;020000;57.4191000;57.4418000;57.3654000;57.4000000;1653
USDRUB;60;20170511;030000;57.4200000;57.4646000;57.3654000;57.4480000;2215
USDRUB;60;20170511;040000;57.4622000;57.4648000;57.4306000;57.4400000;3568
USDRUB;60;20170511;050000;57.4557000;57.6500000;57.4150000;57.4754000;3706
USDRUB;60;20170511;060000;57.4754000;57.4977000;57.4468000;57.4754000;2246
USDRUB;60;20170511;070000;57.4875000;57.4897000;57.3980000;57.4544000;3065
USDRUB;60;20170511;080000;57.4693000;57.4910000;57.4080000;57.4554000;3896
USDRUB;60;20170511;090000;57.4698000;57.5157000;57.3930000;57.4459000;4091
USDRUB;60;20170511;100000;57.4476000;57.5014000;57.2050000;57.3330000;12868
USDRUB;60;20170511;110000;57.3330000;57.3330000;57.0013000;57.0270000;26458
USDRUB;60;20170511;120000;57.0360000;57.1287000;56.9188000;57.0913000;21642
USDRUB;60;20170511;130000;57.1004000;57.2125000;57.0338000;57.0834000;17647
USDRUB;60;20170511;140000;57.0889000;57.1282000;56.9813000;57.1111000;16059
USDRUB;60;20170511;150000;57.1100000;57.2049000;57.0438000;57.1705000;15612
USDRUB;60;20170511;160000;57.1701000;57.2435000;57.0825000;57.1485000;20367
USDRUB;60;20170511;170000;57.1352000;57.2220000;57.1013000;57.1675000;21376
USDRUB;60;20170511;180000;57.1635000;57.2634000;57.0115000;57.0960000;22344
USDRUB;60;20170511;190000;57.0931000;57.1275000;56.9515000;57.0068000;17808
USDRUB;60;20170511;200000;56.9946000;57.1112000;56.8650000;57.1087000;15649
USDRUB;60;20170511;210000;57.1045000;57.1087000;56.9760000;57.0451000;10395
USDRUB;60;20170511;220000;57.0330000;57.0730000;56.9790000;57.0357000;10319
USDRUB;60;20170511;230000;57.0382000;57.0765000;56.9620000;57.0714000;8671
USDRUB;60;20170512;000000;57.0714000;57.3801000;56.9960000;57.0610000;7874
USDRUB;60;20170512;010000;57.0427000;57.1493000;57.0111000;57.0225000;1404
USDRUB;60;20170512;020000;57.0883000;57.1370000;57.0185000;57.0225000;3642
USDRUB;60;20170512;030000;57.0225000;57.1348000;57.0052000;57.0225000;1463
USDRUB;60;20170512;040000;57.0691000;57.1343000;57.0040000;57.0532000;2223
USDRUB;60;20170512;050000;57.0647000;57.1307000;57.0020000;57.1000000;2171
USDRUB;60;20170512;060000;57.1150000;57.1504000;57.0880000;57.0979000;1997
USDRUB;60;20170512;070000;57.1103000;57.1315000;57.0229000;57.0344000;2768
USDRUB;60;20170512;080000;57.0736000;57.0887000;57.0334000;57.0402000;2408
USDRUB;60;20170512;090000;57.0851000;57.1161000;57.0120000;57.0349000;3165
USDRUB;60;20170512;100000;57.0598000;57.0855000;56.9500000;57.0199000;8611
USDRUB;60;20170512;110000;57.0295000;57.2237000;56.9150000;57.2209000;21815
USDRUB;60;20170512;120000;57.2209000;57.3520000;57.1550000;57.3180000;20460
USDRUB;60;20170512;130000;57.3173000;57.3349000;57.1900000;57.2380000;15741
USDRUB;60;20170512;140000;57.2382000;57.3075000;57.1750000;57.2187000;14206
USDRUB;60;20170512;150000;57.2249000;57.3062000;57.1763000;57.2975000;13294
USDRUB;60;20170512;160000;57.2972000;57.3149000;56.9988000;57.0333000;20328
USDRUB;60;20170512;170000;57.0218000;57.1562000;56.9763000;57.0895000;23291
USDRUB;60;20170512;180000;57.0726000;57.2830000;57.0338000;57.1914000;20303
USDRUB;60;20170512;190000;57.1793000;57.2251000;57.0510000;57.1249000;14152
USDRUB;60;20170512;200000;57.1254000;57.1345000;56.9820000;57.0913000;12544
USDRUB;60;20170512;210000;57.0969000;57.1424000;57.0130000;57.1340000;9275
USDRUB;60;20170512;220000;57.1156000;57.1418000;57.0310000;57.1068000;7806
USDRUB;60;20170512;230000;57.1060000;57.1060000;57.0160000;57.0920000;4962
USDRUB;60;20170513;000000;57.0996000;57.1088000;56.8750000;56.9515000;4250
USDRUB;60;20170513;010000;57.0560000;57.0691000;56.8583000;57.0691000;21
USDRUB;60;20170513;020000;57.0691000;57.0691000;57.0691000;57.0691000;10
USDRUB;60;20170514;230000;57.0913000;57.1434000;57.0347000;57.0460000;25
USDRUB;60;20170515;000000;57.1263000;57.2495000;57.0399000;57.0399000;28
USDRUB;60;20170515;010000;57.1230000;57.1515000;56.6839000;56.9309000;99
USDRUB;60;20170515;020000;57.0010000;57.1584000;56.8800000;57.0800000;921
USDRUB;60;20170515;030000;57.1228000;57.1584000;57.0708000;57.0800000;529
USDRUB;60;20170515;040000;57.1211000;57.1997000;56.5000000;57.0000000;2965
USDRUB;60;20170515;050000;57.0568000;57.0847000;56.7340000;57.0114000;2049
USDRUB;60;20170515;060000;57.0786000;57.0862000;56.4857000;56.5385000;3863
USDRUB;60;20170515;070000;56.7614000;57.0062000;56.4519000;56.9470000;2457
USDRUB;60;20170515;080000;56.9598000;57.0175000;56.4620000;56.5101000;2764
USDRUB;60;20170515;090000;56.7183000;56.9190000;56.4615000;56.8070000;6117
USDRUB;60;20170515;100000;56.8070000;56.8186000;56.4940000;56.6440000;10571
USDRUB;60;20170515;110000;56.6440000;56.6499000;56.3827000;56.5009000;33324
USDRUB;60;20170515;120000;56.4863000;56.5112000;56.3710000;56.4950000;23000
USDRUB;60;20170515;130000;56.4850000;56.5499000;56.2250000;56.3087000;22519
USDRUB;60;20170515;140000;56.3087000;56.4118000;56.2354000;56.3450000;20423
USDRUB;60;20170515;150000;56.3421000;56.3612000;56.1861000;56.2402000;20710
USDRUB;60;20170515;160000;56.2402000;56.3575000;56.1648000;56.2463000;23538
USDRUB;60;20170515;170000;56.2088000;56.4337000;56.1878000;56.4020000;29258
USDRUB;60;20170515;180000;56.4020000;56.4460000;56.3086000;56.3731000;24998
USDRUB;60;20170515;190000;56.3613000;56.4024000;56.2641000;56.3292000;20924
USDRUB;60;20170515;200000;56.3165000;56.3774000;56.2735000;56.3349000;10413
USDRUB;60;20170515;210000;56.3321000;56.3537000;56.2830000;56.3425000;9071
USDRUB;60;20170515;220000;56.3277000;56.4005000;56.2873000;56.3885000;13151
USDRUB;60;20170515;230000;56.3862000;56.4005000;56.2680000;56.3180000;8552
USDRUB;60;20170516;000000;56.3097000;56.3699000;56.0869000;56.3550000;8714
USDRUB;60;20170516;010000;56.3749000;56.4372000;56.0860000;56.3496000;1487
USDRUB;60;20170516;020000;56.3560000;56.4046000;56.2490000;56.2554000;1925
USDRUB;60;20170516;030000;56.3702000;56.4430000;56.2532000;56.3500000;1888
USDRUB;60;20170516;040000;56.3671000;56.4200000;56.2473000;56.3510000;1998
USDRUB;60;20170516;050000;56.3618000;56.3750000;56.2514000;56.3590000;3889
USDRUB;60;20170516;060000;56.3699000;56.3767000;56.2284000;56.3360000;4083
USDRUB;60;20170516;070000;56.3412000;56.3609000;56.1885000;56.3470000;3767
USDRUB;60;20170516;080000;56.3470000;56.3920000;56.2179000;56.3290000;5760
USDRUB;60;20170516;090000;56.3366000;56.3733000;56.2512000;56.3530000;5977
USDRUB;60;20170516;100000;56.3461000;56.3587000;56.1598000;56.2204000;12729
USDRUB;60;20170516;110000;56.2152000;56.3604000;56.1072000;56.3100000;29121
USDRUB;60;20170516;120000;56.3100000;56.3421000;56.1802000;56.2574000;21153
USDRUB;60;20170516;130000;56.2450000;56.4840000;56.2081000;56.4433000;24045
USDRUB;60;20170516;140000;56.4433000;56.4517000;56.2795000;56.3599000;18470
USDRUB;60;20170516;150000;56.3535000;56.3637000;56.2444000;56.3449000;16749
USDRUB;60;20170516;160000;56.3427000;56.3562000;56.1772000;56.3014000;21137
USDRUB;60;20170516;170000;56.3140000;56.3437000;56.2206000;56.2995000;20334
USDRUB;60;20170516;180000;56.2866000;56.3950000;56.2000000;56.3630000;23455
USDRUB;60;20170516;190000;56.3630000;56.4420000;56.3104000;56.4395000;20448
USDRUB;60;20170516;200000;56.4236000;56.4610000;56.3230000;56.3905000;13605
USDRUB;60;20170516;210000;56.4430000;56.4610000;56.3410000;56.4261000;10418
USDRUB;60;20170516;220000;56.4145000;56.4633000;56.3560000;56.4487000;11726
USDRUB;60;20170516;230000;56.4487000;56.4568000;56.3700000;56.4511000;8290
USDRUB;60;20170517;000000;56.4548000;56.8538000;56.3071000;56.5760000;11506
USDRUB;60;20170517;010000;56.5904000;56.6276000;56.3074000;56.5530000;1603
USDRUB;60;20170517;020000;56.5510000;56.5612000;56.4313000;56.5540000;2483
USDRUB;60;20170517;030000;56.5583000;56.5656000;56.4396000;56.5445000;2736
USDRUB;60;20170517;040000;56.5430000;56.6367000;56.3529000;56.6230000;4620
USDRUB;60;20170517;050000;56.6224000;56.6295000;56.4726000;56.5604000;6868
USDRUB;60;20170517;060000;56.5715000;56.5749000;56.4410000;56.5420000;6709
USDRUB;60;20170517;070000;56.5495000;56.5880000;56.4437000;56.5830000;5512
USDRUB;60;20170517;080000;56.5813000;56.5850000;56.4454000;56.5224000;5283
USDRUB;60;20170517;090000;56.5320000;56.5350000;56.4291000;56.5220000;9087
USDRUB;60;20170517;100000;56.5222000;56.6831000;56.4289000;56.5706000;14785
USDRUB;60;20170517;110000;56.5808000;56.8280000;56.5060000;56.7562000;35306
USDRUB;60;20170517;120000;56.7562000;56.8488000;56.6892000;56.7266000;29596
USDRUB;60;20170517;130000;56.7782000;56.8203000;56.6896000;56.7738000;21477
USDRUB;60;20170517;140000;56.7770000;56.7790000;56.5999000;56.7383000;24639
USDRUB;60;20170517;150000;56.7266000;56.7412000;56.6035000;56.6730000;19827
USDRUB;60;20170517;160000;56.6724000;56.9280000;56.6172000;56.8261000;28482
USDRUB;60;20170517;170000;56.8770000;57.0765000;56.8121000;56.9512000;39882
USDRUB;60;20170517;180000;56.9512000;57.0713000;56.7271000;56.9081000;45068
USDRUB;60;20170517;190000;56.9091000;56.9460000;56.7710000;56.8538000;25702
USDRUB;60;20170517;200000;56.8550000;56.8605000;56.7450000;56.8464000;14600
USDRUB;60;20170517;210000;56.8395000;56.9380000;56.7780000;56.9113000;14148
USDRUB;60;20170517;220000;56.9111000;57.0571000;56.8363000;57.0150000;14900
USDRUB;60;20170517;230000;57.0150000;57.0900000;56.8910000;57.0890000;10486
USDRUB;60;20170518;000000;57.0769000;57.1531000;56.7985000;57.0970000;15963
USDRUB;60;20170518;010000;57.1137000;57.1209000;56.7976000;57.0830000;1784
USDRUB;60;20170518;020000;57.0970000;57.1157000;56.9961000;57.0970000;1262
USDRUB;60;20170518;030000;57.0970000;57.1444000;57.0067000;57.0810000;1187
USDRUB;60;20170518;040000;57.0810000;57.1560000;57.0060000;57.1460000;3472
USDRUB;60;20170518;050000;57.1516000;57.2720000;57.0628000;57.2580000;6384
USDRUB;60;20170518;060000;57.2580000;57.2670000;57.1953000;57.2524000;4544
USDRUB;60;20170518;070000;57.2587000;57.2587000;57.1837000;57.2514000;3147
USDRUB;60;20170518;080000;57.2604000;57.2623000;57.0677000;57.1624000;6322
USDRUB;60;20170518;090000;57.1601000;57.2521000;57.0717000;57.1421000;5934
USDRUB;60;20170518;100000;57.2027000;57.4581000;57.0634000;57.3688000;14361
USDRUB;60;20170518;110000;57.3118000;57.6162000;57.2195000;57.5238000;35073
USDRUB;60;20170518;120000;57.5280000;57.7312000;57.4597000;57.5550000;30999
USDRUB;60;20170518;130000;57.5415000;57.9461000;57.4734000;57.8785000;35390
USDRUB;60;20170518;140000;57.8779000;57.9624000;57.7249000;57.9555000;29852
USDRUB;60;20170518;150000;57.9573000;58.0002000;57.7765000;57.9388000;29007
USDRUB;60;20170518;160000;57.9410000;58.1255000;57.8578000;57.9200000;32216
USDRUB;60;20170518;170000;57.8662000;57.9430000;57.6986000;57.8472000;32297
USDRUB;60;20170518;180000;57.8472000;57.8689000;57.3945000;57.5412000;34972
USDRUB;60;20170518;190000;57.5461000;57.5825000;57.4193000;57.5585000;24180
USDRUB;60;20170518;200000;57.5558000;57.6360000;57.4820000;57.5293000;18919
USDRUB;60;20170518;210000;57.5780000;57.6351000;57.5170000;57.5830000;14318
USDRUB;60;20170518;220000;57.5882000;57.6268000;57.5030000;57.6048000;15328
USDRUB;60;20170518;230000;57.5960000;57.6243000;57.5120000;57.5811000;12386
USDRUB;60;20170519;000000;57.5927000;57.6015000;57.3391000;57.5210000;8970
USDRUB;60;20170519;010000;57.5351000;57.5765000;57.3348000;57.5240000;1409
USDRUB;60;20170519;020000;57.5653000;57.5718000;57.4247000;57.4509000;1875
USDRUB;60;20170519;030000;57.5605000;57.5710000;57.4463000;57.5200000;2357
USDRUB;60;20170519;040000;57.5575000;57.5960000;57.4375000;57.5240000;3179
USDRUB;60;20170519;050000;57.5468000;57.5624000;57.4339000;57.4725000;4329
USDRUB;60;20170519;060000;57.5230000;57.5680000;57.4059000;57.5164000;4584
USDRUB;60;20170519;070000;57.5227000;57.5305000;57.4299000;57.5114000;3046
USDRUB;60;20170519;080000;57.5271000;57.5278000;57.2985000;57.4140000;4049
USDRUB;60;20170519;090000;57.4170000;57.4496000;57.2822000;57.3565000;4624
USDRUB;60;20170519;100000;57.3565000;57.3689000;57.0430000;57.1229000;11031
USDRUB;60;20170519;110000;57.1228000;57.3538000;57.0170000;57.0669000;37941
USDRUB;60;20170519;120000;57.0655000;57.1259000;56.9351000;57.0970000;30269
USDRUB;60;20170519;130000;57.0989000;57.1645000;56.8741000;57.0813000;28019
USDRUB;60;20170519;140000;57.0837000;57.1851000;56.9893000;57.1290000;23214
USDRUB;60;20170519;150000;57.1272000;57.1549000;56.9330000;57.0061000;20609
USDRUB;60;20170519;160000;57.0108000;57.0650000;56.8909000;57.0274000;23382
USDRUB;60;20170519;170000;57.0188000;57.0840000;56.9009000;57.0020000;25188
USDRUB;60;20170519;180000;56.9735000;57.0625000;56.9205000;57.0412000;22527
USDRUB;60;20170519;190000;57.0385000;57.0515000;56.6350000;56.7605000;20005
USDRUB;60;20170519;200000;56.7498000;56.8850000;56.6880000;56.8501000;17702
USDRUB;60;20170519;210000;56.8513000;56.9220000;56.7280000;56.7830000;15533
USDRUB;60;20170519;220000;56.7685000;56.8367000;56.6330000;56.6922000;15587
USDRUB;60;20170519;230000;56.6907000;56.7880000;56.6015000;56.7702000;14810
USDRUB;60;20170520;000000;56.7637000;57.0320000;56.7064000;56.7838000;15268
USDRUB;60;20170520;010000;56.9317000;57.0309000;56.7784000;56.9770000;21
USDRUB;60;20170520;020000;56.9770000;56.9770000;56.9138000;56.9138000;10
USDRUB;60;20170521;200000;56.9770000;56.9770000;56.9770000;56.9770000;12
USDRUB;60;20170521;210000;56.9770000;56.9770000;56.9770000;56.9770000;12
USDRUB;60;20170521;220000;56.9770000;56.9770000;56.9770000;56.9770000;12
USDRUB;60;20170521;230000;56.9770000;56.9770000;56.4595000;56.8230000;26
USDRUB;60;20170522;000000;56.8530000;56.8530000;56.7355000;56.8053000;26
USDRUB;60;20170522;010000;56.8079000;56.9770000;56.6980000;56.8079000;40
USDRUB;60;20170522;020000;56.8485000;56.9436000;56.6000000;56.6000000;982
USDRUB;60;20170522;030000;56.8108000;56.8941000;56.6000000;56.6538000;920
USDRUB;60;20170522;040000;56.8383000;57.1606000;56.4512000;56.7500000;2371
USDRUB;60;20170522;050000;56.8186000;57.1140000;56.5247000;56.7000000;4353
USDRUB;60;20170522;060000;56.7593000;56.8005000;56.5394000;56.6150000;3945
USDRUB;60;20170522;070000;56.7502000;56.7870000;56.5694000;56.6137000;4240
USDRUB;60;20170522;080000;56.7164000;56.7453000;56.6130000;56.6554000;2792
USDRUB;60;20170522;090000;56.6652000;56.6962000;56.4930000;56.6004000;5941
USDRUB;60;20170522;100000;56.6179000;56.7100000;56.5000000;56.5968000;13309
USDRUB;60;20170522;110000;56.6005000;56.6190000;56.3713000;56.5447000;27952
USDRUB;60;20170522;120000;56.5447000;56.7550000;56.4375000;56.6515000;21135
USDRUB;60;20170522;130000;56.6360000;56.7387000;56.5375000;56.5780000;19367
USDRUB;60;20170522;140000;56.5780000;56.6510000;56.4988000;56.6505000;19696
USDRUB;60;20170522;150000;56.6460000;56.7633000;56.5675000;56.7040000;18321
USDRUB;60;20170522;160000;56.7030000;56.8697000;56.5988000;56.8598000;22221
USDRUB;60;20170522;170000;56.8680000;56.9145000;56.6925000;56.7590000;30208
USDRUB;60;20170522;180000;56.7455000;56.7609000;56.5538000;56.6405000;22883
USDRUB;60;20170522;190000;56.6403000;56.7874000;56.5918000;56.6707000;19064
USDRUB;60;20170522;200000;56.6703000;56.6919000;56.4870000;56.5907000;17370
USDRUB;60;20170522;210000;56.5977000;56.5977000;56.4610000;56.5632000;12608
USDRUB;60;20170522;220000;56.5485000;56.6418000;56.5000000;56.6330000;14995
USDRUB;60;20170522;230000;56.6225000;56.6427000;56.5570000;56.6180000;9581
USDRUB;60;20170523;000000;56.6180000;56.6693000;56.0329000;56.0811000;8151
USDRUB;60;20170523;010000;56.4400000;56.7228000;56.0292000;56.5820000;864
USDRUB;60;20170523;020000;56.5820000;56.6507000;56.3069000;56.6070000;1741
USDRUB;60;20170523;030000;56.5952000;56.6800000;56.3070000;56.4000000;2153
USDRUB;60;20170523;040000;56.5675000;56.6611000;56.3022000;56.4920000;2135
USDRUB;60;20170523;050000;56.5125000;56.5674000;56.3486000;56.5527000;6186
USDRUB;60;20170523;060000;56.5527000;56.5810000;56.3440000;56.4970000;6638
USDRUB;60;20170523;070000;56.4970000;56.6224000;56.3309000;56.4838000;7793
USDRUB;60;20170523;080000;56.5209000;56.5715000;56.3535000;56.5118000;4898
USDRUB;60;20170523;090000;56.5457000;56.6220000;56.3632000;56.6210000;7482
USDRUB;60;20170523;100000;56.6204000;56.7374000;56.5115000;56.6780000;23175
USDRUB;60;20170523;110000;56.6620000;56.7312000;56.3842000;56.5340000;38623
USDRUB;60;20170523;120000;56.5325000;56.6610000;56.4380000;56.6547000;27850
USDRUB;60;20170523;130000;56.6538000;56.6672000;56.4620000;56.5614000;22326
USDRUB;60;20170523;140000;56.5606000;56.6024000;56.3300000;56.5023000;25201
USDRUB;60;20170523;150000;56.5023000;56.5460000;56.3364000;56.5235000;25990
USDRUB;60;20170523;160000;56.5276000;56.5390000;56.2274000;56.3374000;26407
USDRUB;60;20170523;170000;56.3331000;56.3725000;56.1751000;56.3060000;28957
USDRUB;60;20170523;180000;56.3014000;56.3580000;56.1980000;56.3112000;23495
USDRUB;60;20170523;190000;56.3127000;56.3825000;56.1630000;56.3672000;24298
USDRUB;60;20170523;200000;56.3687000;56.4732000;56.2684000;56.4164000;22332
USDRUB;60;20170523;210000;56.4164000;56.4500000;56.2293000;56.2924000;14821
USDRUB;60;20170523;220000;56.2778000;56.3550000;56.2276000;56.2972000;14455
